"Time","Motor"
2026-02-17 10:10:00,76.9 Wh
2026-02-17 10:20:00,81.5 Wh
2026-02-17 10:30:00,82.2 Wh
2026-02-17 10:40:00,81.2 Wh
2026-02-17 10:50:00,81.1 Wh
2026-02-17 11:00:00,81.4 Wh
2026-02-17 11:10:00,82.0 Wh
2026-02-17 11:20:00,81.5 Wh
2026-02-17 11:30:00,80.9 Wh
2026-02-17 11:40:00,19.5 Wh
2026-02-17 11:50:00,0 Wh
2026-02-17 12:00:00,0 Wh
2026-02-17 12:10:00,0 Wh
2026-02-17 12:20:00,0 Wh
2026-02-17 12:30:00,0 Wh
2026-02-17 12:40:00,27.5 Wh
2026-02-17 12:50:00,70.2 Wh
2026-02-17 13:00:00,70.2 Wh
2026-02-17 13:10:00,58.5 Wh
2026-02-17 13:20:00,58.6 Wh
2026-02-17 13:30:00,58.7 Wh
2026-02-17 13:40:00,58.4 Wh
2026-02-17 13:50:00,58.7 Wh
2026-02-17 14:00:00,58.5 Wh
2026-02-17 14:10:00,58.4 Wh
2026-02-17 14:20:00,42.6 Wh
2026-02-17 14:30:00,52.5 Wh
2026-02-17 14:40:00,57.8 Wh
2026-02-17 14:50:00,58.2 Wh
2026-02-17 15:00:00,58.5 Wh
2026-02-17 15:10:00,58.1 Wh
2026-02-17 15:20:00,57.4 Wh
2026-02-17 15:30:00,58.1 Wh
2026-02-17 15:40:00,58.4 Wh
2026-02-17 15:50:00,12.4 Wh
2026-02-17 16:00:00,0 Wh
2026-02-17 16:10:00,0 Wh
2026-02-17 16:20:00,0 Wh
2026-02-17 16:30:00,0 Wh
2026-02-17 16:40:00,0 Wh
2026-02-17 16:50:00,0 Wh
2026-02-17 17:00:00,112 Wh
2026-02-17 17:10:00,116 Wh
2026-02-17 17:20:00,116 Wh
2026-02-17 17:30:00,116 Wh
2026-02-17 17:40:00,117 Wh
2026-02-17 17:50:00,82.2 Wh
2026-02-17 18:00:00,116 Wh
2026-02-17 18:10:00,117 Wh
2026-02-17 18:20:00,116 Wh
2026-02-17 18:30:00,118 Wh
2026-02-17 18:40:00,118 Wh
2026-02-17 18:50:00,117 Wh
2026-02-17 19:00:00,117 Wh
2026-02-17 19:10:00,118 Wh
2026-02-17 19:20:00,116 Wh
2026-02-17 19:30:00,114 Wh
2026-02-17 19:40:00,84.8 Wh
2026-02-17 19:50:00,0 Wh
2026-02-17 20:00:00,0 Wh
2026-02-17 20:10:00,0 Wh
2026-02-17 20:20:00,0 Wh
2026-02-17 20:30:00,0 Wh
2026-02-17 20:40:00,0 Wh
2026-02-17 20:50:00,0 Wh
2026-02-17 21:00:00,0 Wh
2026-02-17 21:10:00,0 Wh
2026-02-17 21:20:00,0 Wh
2026-02-17 21:30:00,0 Wh
2026-02-17 21:40:00,0 Wh
2026-02-17 21:50:00,0 Wh
2026-02-17 22:00:00,0 Wh
2026-02-17 22:10:00,0 Wh
2026-02-17 22:20:00,0 Wh
2026-02-17 22:30:00,0 Wh
2026-02-17 22:40:00,0 Wh
2026-02-17 22:50:00,0 Wh
2026-02-17 23:00:00,0 Wh
2026-02-17 23:10:00,0 Wh
2026-02-17 23:20:00,0 Wh
2026-02-17 23:30:00,0 Wh
2026-02-17 23:40:00,0 Wh
2026-02-17 23:50:00,0 Wh
2026-02-18 00:00:00,0 Wh
2026-02-18 00:10:00,0 Wh
2026-02-18 00:20:00,63.9 Wh
2026-02-18 00:30:00,64.6 Wh
2026-02-18 00:40:00,82.7 Wh
2026-02-18 00:50:00,83.0 Wh
2026-02-18 01:00:00,83.9 Wh
2026-02-18 01:10:00,84.2 Wh
2026-02-18 01:20:00,83.8 Wh
2026-02-18 01:30:00,81.1 Wh
2026-02-18 01:40:00,80.2 Wh
2026-02-18 01:50:00,80.2 Wh
2026-02-18 02:00:00,81.1 Wh
2026-02-18 02:10:00,83.3 Wh
2026-02-18 02:20:00,3.55 Wh
2026-02-18 02:30:00,0 Wh
2026-02-18 02:40:00,0 Wh
2026-02-18 02:50:00,0 Wh
2026-02-18 03:00:00,0 Wh
2026-02-18 03:10:00,0 Wh
2026-02-18 03:20:00,0 Wh
2026-02-18 03:30:00,0 Wh
2026-02-18 03:40:00,0 Wh
2026-02-18 03:50:00,0 Wh
2026-02-18 04:00:00,0 Wh
2026-02-18 04:10:00,0 Wh
2026-02-18 04:20:00,0 Wh
2026-02-18 04:30:00,0 Wh
2026-02-18 04:40:00,0 Wh
2026-02-18 04:50:00,0 Wh
2026-02-18 05:00:00,0 Wh
2026-02-18 05:10:00,33.0 Wh
